periodo;plazo_desde;plazo_hasta;cf
20180328;85;96;0.3800
20180328;109;120;0.4000
20180328;133;144;0.4100
20180328;169;180;0.4400
20180329;1;12;0.2700
20180329;13;24;0.2900
20180329;25;36;0.3100
20180329;37;48;0.3300
20180329;49;60;0.3500
20180329;61;72;0.3600
20180329;73;84;0.3700
20180329;85;96;0.3800
20180329;109;120;0.4000
20180329;133;144;0.4100
20180329;169;180;0.4400
20180402;1;12;0.2700
20180402;13;24;0.2900
20180402;25;36;0.3100
20180402;37;48;0.3300
20180402;49;60;0.3500
20180402;61;72;0.3600
20180402;73;84;0.3700
20180402;85;96;0.3800
20180402;109;120;0.4000
20180402;133;144;0.4100
20180402;169;180;0.4400
20180403;1;12;0.2700
20180403;13;24;0.2900
20180403;25;36;0.3100
20180403;37;48;0.3300
20180403;49;60;0.3500
20180403;61;72;0.3600
20180403;73;84;0.3800
20180403;85;96;0.3900
20180403;109;120;0.4000
20180403;133;144;0.4200
20180403;169;180;0.4400
20180404;1;12;0.2700
20180404;13;24;0.2900
20180404;25;36;0.3100
20180404;37;48;0.3300
20180404;49;60;0.3500
20180404;61;72;0.3600
20180404;73;84;0.3700
20180404;85;96;0.3900
20180404;109;120;0.4000
20180404;133;144;0.4200
20180404;169;180;0.4400
20180405;1;12;0.2700
20180405;13;24;0.2900
20180405;25;36;0.3200
20180405;37;48;0.3300
20180405;49;60;0.3500
20180405;61;72;0.3600
20180405;73;84;0.3700
20180405;85;96;0.3900
20180405;109;120;0.4000
20180405;133;144;0.4200
20180405;169;180;0.4400
20180406;1;12;0.2700
20180406;13;24;0.2900
20180406;25;36;0.3200
20180406;37;48;0.3300
20180406;49;60;0.3500
20180406;61;72;0.3600
20180406;73;84;0.3800
20180406;85;96;0.3900
20180406;109;120;0.4000
20180406;133;144;0.4200
20180406;169;180;0.4400
20180409;1;12;0.2701
20180409;13;24;0.2901
20180409;25;36;0.3101
20180409;37;48;0.3301
20180409;49;60;0.3501
20180409;61;72;0.3601
20180409;73;84;0.3701
20180409;85;96;0.3801
20180409;109;120;0.4001
20180409;133;144;0.4201
20180409;169;180;0.4401
20180410;1;12;0.2601
20180410;13;24;0.2801
20180410;25;36;0.3101
20180410;37;48;0.3301
20180410;49;60;0.3499
20180410;61;72;0.3599
20180410;73;84;0.3699
20180410;85;96;0.3901
20180410;109;120;0.4001
20180410;133;144;0.4201
20180410;169;180;0.4401
20180411;1;12;0.2600
20180411;13;24;0.2800
20180411;25;36;0.3100
20180411;37;48;0.3300
20180411;49;60;0.3400
20180411;61;72;0.3600
20180411;73;84;0.3700
20180411;85;96;0.3800
20180411;109;120;0.4000
20180411;133;144;0.4100
20180411;169;180;0.4400
20180412;1;12;0.2600
20180412;13;24;0.2800
20180412;25;36;0.3100
20180412;37;48;0.3300
20180412;49;60;0.3400
20180412;61;72;0.3600
20180412;73;84;0.3700
20180412;85;96;0.3800
20180412;109;120;0.4000
20180412;133;144;0.4100
20180412;169;180;0.4400
20180413;1;12;0.2600
20180413;13;24;0.2800
20180413;25;36;0.3100
20180413;37;48;0.3300
20180413;49;60;0.3500
20180413;61;72;0.3600
20180413;73;84;0.3700
20180413;85;96;0.3800
20180413;109;120;0.4000
20180413;133;144;0.4100
20180413;169;180;0.4300
20180416;1;12;0.2600
20180416;13;24;0.2800
20180416;25;36;0.3100
20180416;37;48;0.3300
20180416;49;60;0.3500
20180416;61;72;0.3600
20180416;73;84;0.3700
20180416;85;96;0.3800
20180416;109;120;0.4000
20180416;133;144;0.4100
20180416;169;180;0.4300
20180417;1;12;0.2600
20180417;13;24;0.2800
20180417;25;36;0.3100
20180417;37;48;0.3300
20180417;49;60;0.3500
20180417;61;72;0.3600
20180417;73;84;0.3700
20180417;85;96;0.3800
20180417;109;120;0.4000
20180417;133;144;0.4100
20180417;169;180;0.4400
20180418;1;12;0.2600
20180418;13;24;0.2900
20180418;25;36;0.3100
20180418;37;48;0.3300
20180418;49;60;0.3500
20180418;61;72;0.3600
20180418;73;84;0.3700
20180418;85;96;0.3800
20180418;109;120;0.4000
20180418;133;144;0.4100
20180418;169;180;0.4300
20180419;1;12;0.2565
20180419;13;24;0.2847
20180419;25;36;0.3135
20180419;37;48;0.3316
20180419;49;60;0.3435
20180419;61;72;0.3546
20180419;73;84;0.3659
20180419;85;96;0.3764
20180419;109;120;0.3954
20180419;133;144;0.4088
20180419;169;180;0.4318
20180420;1;12;0.2565
20180420;13;24;0.2847
20180420;25;36;0.3135
20180420;37;48;0.3316
20180420;49;60;0.3435
20180420;61;72;0.3546
20180420;73;84;0.3659
20180420;85;96;0.3764
20180420;109;120;0.3954
20180420;133;144;0.4088
20180420;169;180;0.4318
20180423;1;12;0.2532
20180423;13;24;0.2824
20180423;25;36;0.3083
20180423;37;48;0.3248
20180423;49;60;0.3376
20180423;61;72;0.3498
20180423;73;84;0.3623
20180423;85;96;0.3741
20180423;109;120;0.3960
20180423;133;144;0.4112
20180423;169;180;0.4353
20180424;1;12;0.2606
20180424;13;24;0.2896
20180424;25;36;0.3120
20180424;37;48;0.3277
20180424;49;60;0.3401
20180424;61;72;0.3523
20180424;73;84;0.3646
20180424;85;96;0.3761
20180424;109;120;0.3975
20180424;133;144;0.4124
20180424;169;180;0.4364
20180425;1;12;0.2583
20180425;13;24;0.2884
20180425;25;36;0.3111
20180425;37;48;0.3264
20180425;49;60;0.3390
20180425;61;72;0.3539
20180425;73;84;0.3673
20180425;85;96;0.3784
20180425;109;120;0.3970
20180425;133;144;0.4128
20180425;169;180;0.4384
20180426;1;12;0.2583
20180426;13;24;0.2884
20180426;25;36;0.3111
20180426;37;48;0.3264
20180426;49;60;0.3392
20180426;61;72;0.3548
20180426;73;84;0.3703
20180426;85;96;0.3826
20180426;109;120;0.4050
20180426;133;144;0.4213
20180426;169;180;0.4445
20180427;1;12;0.2583
20180427;13;24;0.2884
20180427;25;36;0.3111
20180427;37;48;0.3257
20180427;49;60;0.3368
20180427;61;72;0.3504
20180427;73;84;0.3657
20180427;85;96;0.3786
20180427;109;120;0.3995
20180427;133;144;0.4172
20180427;169;180;0.4434
20180430;1;12;0.2593
20180430;13;24;0.2894
20180430;25;36;0.3121
20180430;37;48;0.3267
20180430;49;60;0.3378
20180430;61;72;0.3514
20180430;73;84;0.3667
20180430;85;96;0.3796
20180430;109;120;0.4005
20180430;133;144;0.4182
20180430;169;180;0.4444
20180502;1;12;0.2581
20180502;13;24;0.2883
20180502;25;36;0.3134
20180502;37;48;0.3286
20180502;49;60;0.3391
20180502;61;72;0.3542
20180502;73;84;0.3695
20180502;85;96;0.3810
20180502;109;120;0.3996
20180502;133;144;0.4156
20180502;169;180;0.4406
20180503;1;12;0.2572
20180503;13;24;0.2881
20180503;25;36;0.3132
20180503;37;48;0.3286
20180503;49;60;0.3390
20180503;61;72;0.3542
20180503;73;84;0.3695
20180503;85;96;0.3809
20180503;109;120;0.3996
20180503;133;144;0.4156
20180503;169;180;0.4405
20180504;1;12;0.2479
20180504;13;24;0.2851
20180504;25;36;0.3137
20180504;37;48;0.3288
20180504;49;60;0.3394
20180504;61;72;0.3526
20180504;73;84;0.3667
20180504;85;96;0.3791
20180504;109;120;0.3978
20180504;133;144;0.4138
20180504;169;180;0.4384
20180507;1;12;0.2480
20180507;13;24;0.2851
20180507;25;36;0.3137
20180507;37;48;0.3288
20180507;49;60;0.3395
20180507;61;72;0.3533
20180507;73;84;0.3668
20180507;85;96;0.3785
20180507;109;120;0.3975
20180507;133;144;0.4135
20180507;169;180;0.4378
20180508;1;12;0.2477
20180508;13;24;0.2809
20180508;25;36;0.3127
20180508;37;48;0.3324
20180508;49;60;0.3440
20180508;61;72;0.3575
20180508;73;84;0.3723
20180508;85;96;0.3842
20180508;109;120;0.4017
20180508;133;144;0.4169
20180508;169;180;0.4410
20180509;1;12;0.2581
20180509;13;24;0.2883
20180509;25;36;0.3156
20180509;37;48;0.3338
20180509;49;60;0.3447
20180509;61;72;0.3580
20180509;73;84;0.3724
20180509;85;96;0.3853
20180509;109;120;0.4046
20180509;133;144;0.4201
20180509;169;180;0.4436
20180510;1;12;0.2581
20180510;13;24;0.2876
20180510;25;36;0.3154
20180510;37;48;0.3340
20180510;49;60;0.3461
20180510;61;72;0.3600
20180510;73;84;0.3755
20180510;85;96;0.3887
20180510;109;120;0.4086
20180510;133;144;0.4249
20180510;169;180;0.4493
20180511;1;12;0.2581
20180511;13;24;0.2876
20180511;25;36;0.3172
20180511;37;48;0.3350
20180511;49;60;0.3468
20180511;61;72;0.3605
20180511;73;84;0.3752
20180511;85;96;0.3877
20180511;109;120;0.4067
20180511;133;144;0.4229
20180511;169;180;0.4476
20180514;1;12;0.2581
20180514;13;24;0.2876
20180514;25;36;0.3154
20180514;37;48;0.3340
20180514;49;60;0.3461
20180514;61;72;0.3595
20180514;73;84;0.3730
20180514;85;96;0.3854
20180514;109;120;0.4051
20180514;133;144;0.4217
20180514;169;180;0.4465
20180515;1;12;0.2581
20180515;13;24;0.2876
20180515;25;36;0.3154
20180515;37;48;0.3340
20180515;49;60;0.3456
20180515;61;72;0.3591
20180515;73;84;0.3735
20180515;85;96;0.3856
20180515;109;120;0.4045
20180515;133;144;0.4208
20180515;169;180;0.4458
20180516;1;12;0.2583
20180516;13;24;0.2876
20180516;25;36;0.3172
20180516;37;48;0.3365
20180516;49;60;0.3490
20180516;61;72;0.3627
20180516;73;84;0.3764
20180516;85;96;0.3875
20180516;109;120;0.4052
20180516;133;144;0.4202
20180516;169;180;0.4537
20180517;1;12;0.2581
20180517;13;24;0.2876
20180517;25;36;0.3177
20180517;37;48;0.3353
20180517;49;60;0.3493
20180517;61;72;0.3639
20180517;73;84;0.3749
20180517;85;96;0.3841
20180517;109;120;0.3997
20180517;133;144;0.4143
20180517;169;180;0.4396
20180518;1;12;0.2578
20180518;13;24;0.2875
20180518;25;36;0.3172
20180518;37;48;0.3350
20180518;49;60;0.3486
20180518;61;72;0.3624
20180518;73;84;0.3750
20180518;85;96;0.3843
20180518;109;120;0.3997
20180518;133;144;0.4146
20180518;169;180;0.4398
20180522;1;12;0.2628
20180522;13;24;0.2888
20180522;25;36;0.3178
20180522;37;48;0.3354
20180522;49;60;0.3500
20180522;61;72;0.3643
20180522;73;84;0.3768
20180522;85;96;0.3871
20180522;109;120;0.4024
20180522;133;144;0.4167
20180522;169;180;0.4417
20180523;1;12;0.2628
20180523;13;24;0.2888
20180523;25;36;0.3183
20180523;37;48;0.3356
20180523;49;60;0.3490
20180523;61;72;0.3629
20180523;73;84;0.3746
20180523;85;96;0.3842
20180523;109;120;0.4010
20180523;133;144;0.4152
20180523;169;180;0.4371
20180524;1;12;0.2674
20180524;13;24;0.2940
20180524;25;36;0.3202
20180524;37;48;0.3368
20180524;49;60;0.3497
20180524;61;72;0.3635
20180524;73;84;0.3762
20180524;85;96;0.3861
20180524;109;120;0.4035
20180524;133;144;0.4175
20180524;169;180;0.4391
20180525;1;12;0.2674
20180525;13;24;0.2940
20180525;25;36;0.3202
20180525;37;48;0.3368
20180525;49;60;0.3507
20180525;61;72;0.3650
20180525;73;84;0.3774
20180525;85;96;0.3866
20180525;109;120;0.4045
20180525;133;144;0.4188
20180525;169;180;0.4404
20180528;1;12;0.2681
20180528;13;24;0.2942
20180528;25;36;0.3180
20180528;37;48;0.3352
20180528;49;60;0.3496
20180528;61;72;0.3640
20180528;73;84;0.3750
20180528;85;96;0.3847
20180528;109;120;0.4034
20180528;133;144;0.4178
20180528;169;180;0.4387
20180529;1;12;0.2681
20180529;13;24;0.2942
20180529;25;36;0.3203
20180529;37;48;0.3372
20180529;49;60;0.3515
20180529;61;72;0.3649
20180529;73;84;0.3757
20180529;85;96;0.3854
20180529;109;120;0.4041
20180529;133;144;0.4178
20180529;169;180;0.4383
20180530;1;12;0.2681
20180530;13;24;0.2942
20180530;25;36;0.3185
20180530;37;48;0.3362
20180530;49;60;0.3493
20180530;61;72;0.3627
20180530;73;84;0.3740
20180530;85;96;0.3839
20180530;109;120;0.4027
20180530;133;144;0.4170
20180530;169;180;0.4384
20180531;1;12;0.2685
20180531;13;24;0.2943
20180531;25;36;0.3203
20180531;37;48;0.3369
20180531;49;60;0.3504
20180531;61;72;0.3641
20180531;73;84;0.3751
20180531;85;96;0.3860
20180531;109;120;0.4053
20180531;133;144;0.4208
20180531;169;180;0.4435
20180601;1;12;0.2685
20180601;13;24;0.2943
20180601;25;36;0.3208
20180601;37;48;0.3371
20180601;49;60;0.3517
20180601;61;72;0.3662
20180601;73;84;0.3779
20180601;85;96;0.3889
20180601;109;120;0.4088
20180601;133;144;0.4242
20180601;169;180;0.4468
20180604;1;12;0.2578
20180604;13;24;0.2875
20180604;25;36;0.3176
20180604;37;48;0.3357
20180604;49;60;0.3504
20180604;61;72;0.3644
20180604;73;84;0.3759
20180604;85;96;0.3861
20180604;109;120;0.4040
20180604;133;144;0.4212
20180604;169;180;0.4455
20180605;1;12;0.2581
20180605;13;24;0.2876
20180605;25;36;0.3172
20180605;37;48;0.3350
20180605;49;60;0.3492
20180605;61;72;0.3630
20180605;73;84;0.3755
20180605;85;96;0.3861
20180605;109;120;0.4037
20180605;133;144;0.4204
20180605;169;180;0.4437
20180606;1;12;0.2581
20180606;13;24;0.2876
20180606;25;36;0.3172
20180606;37;48;0.3350
20180606;49;60;0.3495
20180606;61;72;0.3637
20180606;73;84;0.3756
20180606;85;96;0.3858
20180606;109;120;0.4036
20180606;133;144;0.4197
20180606;169;180;0.4430
20180607;1;12;0.2580
20180607;13;24;0.2876
20180607;25;36;0.3186
20180607;37;48;0.3381
20180607;49;60;0.3515
20180607;61;72;0.3650
20180607;73;84;0.3765
20180607;85;96;0.3868
20180607;109;120;0.4042
20180607;133;144;0.4204
20180607;169;180;0.4436
20180608;1;12;0.2580
20180608;13;24;0.2876
20180608;25;36;0.3154
20180608;37;48;0.3358
20180608;49;60;0.3497
20180608;61;72;0.3629
20180608;73;84;0.3752
20180608;85;96;0.3850
20180608;109;120;0.4023
20180608;133;144;0.4190
20180608;169;180;0.4425
20180611;1;12;0.2581
20180611;13;24;0.2876
20180611;25;36;0.3172
20180611;37;48;0.3376
20180611;49;60;0.3508
20180611;61;72;0.3637
20180611;73;84;0.3758
20180611;85;96;0.3855
20180611;109;120;0.4026
20180611;133;144;0.4188
20180611;169;180;0.4416
20180612;1;12;0.2583
20180612;13;24;0.2876
20180612;25;36;0.3154
20180612;37;48;0.3358
20180612;49;60;0.3502
20180612;61;72;0.3621
20180612;73;84;0.3736
20180612;85;96;0.3832
20180612;109;120;0.4010
20180612;133;144;0.4181
20180612;169;180;0.4423
20180613;1;12;0.2583
20180613;13;24;0.2876
20180613;25;36;0.3154
20180613;37;48;0.3358
20180613;49;60;0.3500
20180613;61;72;0.3620
20180613;73;84;0.3737
20180613;85;96;0.3833
20180613;109;120;0.4013
20180613;133;144;0.4170
20180613;169;180;0.4397
20180614;1;12;0.2584
20180614;13;24;0.2877
20180614;25;36;0.3155
20180614;37;48;0.3369
20180614;49;60;0.3514
20180614;61;72;0.3644
20180614;73;84;0.3753
20180614;85;96;0.3839
20180614;109;120;0.4015
20180614;133;144;0.4174
20180614;169;180;0.4400
20180615;1;12;0.2584
20180615;13;24;0.2877
20180615;25;36;0.3155
20180615;37;48;0.3369
20180615;49;60;0.3526
20180615;61;72;0.3650
20180615;73;84;0.3758
20180615;85;96;0.3838
20180615;109;120;0.4013
20180615;133;144;0.4173
20180615;169;180;0.4385
20180618;1;12;0.2606
20180618;13;24;0.2883
20180618;25;36;0.3157
20180618;37;48;0.3378
20180618;49;60;0.3520
20180618;61;72;0.3641
20180618;73;84;0.3747
20180618;85;96;0.3828
20180618;109;120;0.4006
20180618;133;144;0.4163
20180618;169;180;0.4370
20180619;1;12;0.2605
20180619;13;24;0.2882
20180619;25;36;0.3189
20180619;37;48;0.3402
20180619;49;60;0.3528
20180619;61;72;0.3645
20180619;73;84;0.3744
20180619;85;96;0.3822
20180619;109;120;0.4002
20180619;133;144;0.4165
20180619;169;180;0.4379
20180620;1;12;0.2609
20180620;13;24;0.2883
20180620;25;36;0.3158
20180620;37;48;0.3364
20180620;49;60;0.3503
20180620;61;72;0.3627
20180620;73;84;0.3732
20180620;85;96;0.3817
20180620;109;120;0.3995
20180620;133;144;0.4149
20180620;169;180;0.4364
20180621;1;12;0.2609
20180621;13;24;0.2883
20180621;25;36;0.3158
20180621;37;48;0.3360
20180621;49;60;0.3504
20180621;61;72;0.3627
20180621;73;84;0.3731
20180621;85;96;0.3814
20180621;109;120;0.3996
20180621;133;144;0.4153
20180621;169;180;0.4376
20180622;1;12;0.2609
20180622;13;24;0.2883
20180622;25;36;0.3175
20180622;37;48;0.3381
20180622;49;60;0.3523
20180622;61;72;0.3638
20180622;73;84;0.3739
20180622;85;96;0.3831
20180622;109;120;0.4007
20180622;133;144;0.4160
20180622;169;180;0.4381
20180625;1;12;0.2609
20180625;13;24;0.2883
20180625;25;36;0.3175
20180625;37;48;0.3384
20180625;49;60;0.3522
20180625;61;72;0.3633
20180625;73;84;0.3733
20180625;85;96;0.3827
20180625;109;120;0.4008
20180625;133;144;0.4167
20180625;169;180;0.4392
20180626;1;12;0.2674
20180626;13;24;0.2940
20180626;25;36;0.3217
20180626;37;48;0.3421
20180626;49;60;0.3552
20180626;61;72;0.3671
20180626;73;84;0.3782
20180626;85;96;0.3874
20180626;109;120;0.4040
20180626;133;144;0.4195
20180626;169;180;0.4411
20180627;1;12;0.2651
20180627;13;24;0.2934
20180627;25;36;0.3209
20180627;37;48;0.3413
20180627;49;60;0.3555
20180627;61;72;0.3676
20180627;73;84;0.3788
20180627;85;96;0.3873
20180627;109;120;0.4036
20180627;133;144;0.4187
20180627;169;180;0.4408
20180628;1;12;0.2674
20180628;13;24;0.2940
20180628;25;36;0.3207
20180628;37;48;0.3406
20180628;49;60;0.3553
20180628;61;72;0.3677
20180628;73;84;0.3790
20180628;85;96;0.3875
20180628;109;120;0.4038
20180628;133;144;0.4190
20180628;169;180;0.4413
20180629;1;12;0.2680
20180629;13;24;0.2942
20180629;25;36;0.3208
20180629;37;48;0.3420
20180629;49;60;0.3569
20180629;61;72;0.3693
20180629;73;84;0.3802
20180629;85;96;0.3898
20180629;109;120;0.4060
20180629;133;144;0.4205
20180629;169;180;0.4420
20180703;1;12;0.2658
20180703;13;24;0.2936
20180703;25;36;0.3205
20180703;37;48;0.3411
20180703;49;60;0.3542
20180703;61;72;0.3658
20180703;73;84;0.3776
20180703;85;96;0.3879
20180703;109;120;0.4046
20180703;133;144;0.4193
20180703;169;180;0.4412
20180704;1;12;0.2581
20180704;13;24;0.2911
20180704;25;36;0.3198
20180704;37;48;0.3407
20180704;49;60;0.3539
20180704;61;72;0.3648
20180704;73;84;0.3766
20180704;85;96;0.3870
20180704;109;120;0.4043
20180704;133;144;0.4205
20180704;169;180;0.4435
20180705;1;12;0.2580
20180705;13;24;0.2911
20180705;25;36;0.3198
20180705;37;48;0.3403
20180705;49;60;0.3521
20180705;61;72;0.3645
20180705;73;84;0.3766
20180705;85;96;0.3869
20180705;109;120;0.4036
20180705;133;144;0.4188
20180705;169;180;0.4424
20180706;1;12;0.2580
20180706;13;24;0.2876
20180706;25;36;0.3177
20180706;37;48;0.3388
20180706;49;60;0.3528
20180706;61;72;0.3656
20180706;73;84;0.3772
20180706;85;96;0.3871
20180706;109;120;0.4036
20180706;133;144;0.4195
20180706;169;180;0.4434
20180709;1;12;0.2581
20180709;13;24;0.2876
20180709;25;36;0.3172
20180709;37;48;0.3361
20180709;49;60;0.3502
20180709;61;72;0.3631
20180709;73;84;0.3751
20180709;85;96;0.3853
20180709;109;120;0.4018
20180709;133;144;0.4168
20180709;169;180;0.4394
20180710;1;12;0.2581
20180710;13;24;0.2876
20180710;25;36;0.3172
20180710;37;48;0.3369
20180710;49;60;0.3509
20180710;61;72;0.3636
20180710;73;84;0.3757
20180710;85;96;0.3861
20180710;109;120;0.4029
20180710;133;144;0.4181
20180710;169;180;0.4412
20180711;1;12;0.2568
20180711;13;24;0.2872
20180711;25;36;0.3153
20180711;37;48;0.3364
20180711;49;60;0.3503
20180711;61;72;0.3629
20180711;73;84;0.3752
20180711;85;96;0.3858
20180711;109;120;0.4027
20180711;133;144;0.4179
20180711;169;180;0.4411
20180712;1;12;0.2571
20180712;13;24;0.2873
20180712;25;36;0.3153
20180712;37;48;0.3361
20180712;49;60;0.3504
20180712;61;72;0.3627
20180712;73;84;0.3750
20180712;85;96;0.3856
20180712;109;120;0.4026
20180712;133;144;0.4180
20180712;169;180;0.4409
20180713;1;12;0.2571
20180713;13;24;0.2873
20180713;25;36;0.3153
20180713;37;48;0.3357
20180713;49;60;0.3496
20180713;61;72;0.3624
20180713;73;84;0.3748
20180713;85;96;0.3855
20180713;109;120;0.4030
20180713;133;144;0.4195
20180713;169;180;0.4430
20180717;1;12;0.2569
20180717;13;24;0.2873
20180717;25;36;0.3153
20180717;37;48;0.3357
20180717;49;60;0.3496
20180717;61;72;0.3631
20180717;73;84;0.3753
20180717;85;96;0.3856
20180717;109;120;0.4026
20180717;133;144;0.4181
20180717;169;180;0.4412
20180718;1;12;0.2569
20180718;13;24;0.2873
20180718;25;36;0.3153
20180718;37;48;0.3364
20180718;49;60;0.3517
20180718;61;72;0.3646
20180718;73;84;0.3763
20180718;85;96;0.3862
20180718;109;120;0.4032
20180718;133;144;0.4199
20180718;169;180;0.4427
20180719;1;12;0.2572
20180719;13;24;0.2873
20180719;25;36;0.3171
20180719;37;48;0.3382
20180719;49;60;0.3537
20180719;61;72;0.3663
20180719;73;84;0.3776
20180719;85;96;0.3871
20180719;109;120;0.4032
20180719;133;144;0.4185
20180719;169;180;0.4408
20180720;1;12;0.2578
20180720;13;24;0.2875
20180720;25;36;0.3172
20180720;37;48;0.3379
20180720;49;60;0.3529
20180720;61;72;0.3655
20180720;73;84;0.3772
20180720;85;96;0.3871
20180720;109;120;0.4034
20180720;133;144;0.4184
20180720;169;180;0.4398
20180723;1;12;0.2578
20180723;13;24;0.2895
20180723;25;36;0.3180
20180723;37;48;0.3401
20180723;49;60;0.3547
20180723;61;72;0.3668
20180723;73;84;0.3782
20180723;85;96;0.3879
20180723;109;120;0.4036
20180723;133;144;0.4177
20180723;169;180;0.4386
20180724;1;12;0.2568
20180724;13;24;0.2892
20180724;25;36;0.3183
20180724;37;48;0.3404
20180724;49;60;0.3552
20180724;61;72;0.3674
20180724;73;84;0.3788
20180724;85;96;0.3885
20180724;109;120;0.4042
20180724;133;144;0.4182
20180724;169;180;0.4394
20180725;1;12;0.2596
20180725;13;24;0.2900
20180725;25;36;0.3182
20180725;37;48;0.3403
20180725;49;60;0.3559
20180725;61;72;0.3681
20180725;73;84;0.3792
20180725;85;96;0.3885
20180725;109;120;0.4039
20180725;133;144;0.4183
20180725;169;180;0.4405
20180726;1;12;0.2596
20180726;13;24;0.2900
20180726;25;36;0.3187
20180726;37;48;0.3409
20180726;49;60;0.3564
20180726;61;72;0.3682
20180726;73;84;0.3792
20180726;85;96;0.3887
20180726;109;120;0.4042
20180726;133;144;0.4183
20180726;169;180;0.4396
20180727;1;12;0.2596
20180727;13;24;0.2900
20180727;25;36;0.3182
20180727;37;48;0.3399
20180727;49;60;0.3560
20180727;61;72;0.3691
20180727;73;84;0.3799
20180727;85;96;0.3892
20180727;109;120;0.4047
20180727;133;144;0.4187
20180727;169;180;0.4399
20180730;1;12;0.2596
20180730;13;24;0.2900
20180730;25;36;0.3177
20180730;37;48;0.3393
20180730;49;60;0.3553
20180730;61;72;0.3684
20180730;73;84;0.3793
20180730;85;96;0.3888
20180730;109;120;0.4041
20180730;133;144;0.4182
20180730;169;180;0.4394
20180731;1;12;0.2597
20180731;13;24;0.2900
20180731;25;36;0.3177
20180731;37;48;0.3393
20180731;49;60;0.3550
20180731;61;72;0.3675
20180731;73;84;0.3789
20180731;85;96;0.3886
20180731;109;120;0.4038
20180731;133;144;0.4178
20180731;169;180;0.4386
20180801;1;12;0.2603
20180801;13;24;0.2901
20180801;25;36;0.3183
20180801;37;48;0.3360
20180801;49;60;0.3487
20180801;61;72;0.3613
20180801;73;84;0.3738
20180801;85;96;0.3845
20180801;109;120;0.4019
20180801;133;144;0.4169
20180801;169;180;0.4387
20180802;1;12;0.2603
20180802;13;24;0.2901
20180802;25;36;0.3192
20180802;37;48;0.3380
20180802;49;60;0.3506
20180802;61;72;0.3629
20180802;73;84;0.3754
20180802;85;96;0.3861
20180802;109;120;0.4029
20180802;133;144;0.4174
20180802;169;180;0.4388
20180803;13;24;0.2901
20180803;1;12;0.2601
20180803;25;36;0.3182
20180803;37;48;0.3368
20180803;49;60;0.3500
20180803;61;72;0.3627
20180803;73;84;0.3750
20180803;85;96;0.3854
20180803;109;120;0.4019
20180803;133;144;0.4165
20180803;169;180;0.4380
20180806;1;12;0.2601
20180806;13;24;0.2901
20180806;25;36;0.3182
20180806;37;48;0.3368
20180806;49;60;0.3500
20180806;61;72;0.3627
20180806;73;84;0.3750
20180806;85;96;0.3854
20180806;109;120;0.4019
20180806;133;144;0.4165
20180806;169;180;0.4380
20180807;1;12;0.2543
20180807;13;24;0.2886
20180807;25;36;0.3171
20180807;37;48;0.3371
20180807;49;60;0.3528
20180807;61;72;0.3658
20180807;73;84;0.3774
20180807;85;96;0.3873
20180807;109;120;0.4029
20180807;133;144;0.4171
20180807;169;180;0.4383
20180808;1;12;0.2568
20180808;13;24;0.2892
20180808;25;36;0.3178
20180808;37;48;0.3372
20180808;49;60;0.3523
20180808;61;72;0.3657
20180808;73;84;0.3767
20180808;85;96;0.3866
20180808;109;120;0.4028
20180808;133;144;0.4171
20180808;169;180;0.4381
20180809;1;12;0.2568
20180809;13;24;0.2892
20180809;25;36;0.3164
20180809;37;48;0.3368
20180809;49;60;0.3517
20180809;61;72;0.3646
20180809;73;84;0.3755
20180809;85;96;0.3850
20180809;109;120;0.4011
20180809;133;144;0.4162
20180809;169;180;0.4464
20180810;1;12;0.2665
20180810;13;24;0.2951
20180810;25;36;0.3187
20180810;37;48;0.3371
20180810;49;60;0.3511
20180810;61;72;0.3637
20180810;73;84;0.3750
20180810;85;96;0.3848
20180810;109;120;0.4007
20180810;133;144;0.4137
20180810;169;180;0.4341
20180813;1;12;0.2578
20180813;13;24;0.2910
20180813;25;36;0.3167
20180813;37;48;0.3353
20180813;49;60;0.3501
20180813;61;72;0.3621
20180813;73;84;0.3728
20180813;85;96;0.3819
20180813;109;120;0.3982
20180813;133;144;0.4124
20180813;169;180;0.4331
20180814;1;12;0.2572
20180814;13;24;0.2908
20180814;25;36;0.3171
20180814;37;48;0.3358
20180814;49;60;0.3486
20180814;61;72;0.3601
20180814;73;84;0.3712
20180814;85;96;0.3812
20180814;109;120;0.3983
20180814;133;144;0.4128
20180814;169;180;0.4337
20180816;1;12;0.2571
20180816;13;24;0.2908
20180816;25;36;0.3157
20180816;37;48;0.3329
20180816;49;60;0.3481
20180816;61;72;0.3615
20180816;73;84;0.3727
20180816;85;96;0.3824
20180816;109;120;0.3990
20180816;133;144;0.4142
20180816;169;180;0.4351
20180817;1;12;0.2568
20180817;13;24;0.2907
20180817;25;36;0.3151
20180817;37;48;0.3319
20180817;49;60;0.3462
20180817;61;72;0.3590
20180817;73;84;0.3691
20180817;85;96;0.3790
20180817;109;120;0.3968
20180817;133;144;0.4127
20180817;169;180;0.4344
20180820;1;12;0.2572
20180820;13;24;0.2908
20180820;25;36;0.3171
20180820;37;48;0.3334
20180820;49;60;0.3472
20180820;61;72;0.3602
20180820;73;84;0.3698
20180820;85;96;0.3788
20180820;109;120;0.3965
20180820;133;144;0.4123
20180820;169;180;0.4338
20180821;1;12;0.2572
20180821;13;24;0.2908
20180821;25;36;0.3157
20180821;37;48;0.3329
